lat,lon,global_avg,direct_avg,diffuse_avg,clarity_ratio
66.8,17.2,2093.34,895.25,307.55,0.43
66.8,17.3,2164.59,923.81,318.63,0.43
66.8,17.4,2218.47,946.97,312.41,0.43
66.8,17.5,2292.66,978.36,332.62,0.43
66.8,17.6,2363.24,1008.49,363.56,0.43
66.8,17.7,2390.52,1019.31,381.31,0.43
66.8,17.8,2417.89,1031.33,391.54,0.43
66.8,17.9,2460.97,1055.17,409.69,0.43
66.8,18.0,2425.63,1037.81,402.83,0.43
66.8,18.1,2427.65,1035.85,407.95,0.43
66.8,18.2,2372.29,1011.97,391.05,0.43
66.8,18.3,2298.74,978.0,378.43,0.43
66.8,18.4,2236.38,950.57,372.02,0.43
66.8,18.5,2328.69,990.89,409.95,0.43
66.8,18.6,2359.8,1004.46,423.5,0.43
66.8,18.7,2318.22,986.91,417.49,0.43
66.8,18.8,2297.86,979.57,404.88,0.43
66.8,18.9,2324.52,993.82,409.42,0.43
66.8,19.0,2299.32,982.14,400.26,0.43
66.8,19.1,2288.63,979.25,392.54,0.43
66.8,19.2,2273.97,969.82,392.68,0.43
66.8,19.3,2275.49,971.27,401.19,0.43
66.8,19.4,2290.57,977.19,405.38,0.43
66.8,19.5,2357.02,1005.98,425.08,0.43
66.8,19.6,2431.55,1036.82,448.14,0.43
66.8,19.7,2469.99,1054.06,456.79,0.43
66.8,19.8,2464.27,1051.84,451.96,0.43
66.8,19.9,2459.66,1051.32,442.15,0.43
66.8,20.0,2450.69,1047.73,433.09,0.43
66.8,20.1,2454.72,1049.94,434.21,0.43
66.8,20.2,2458.88,1048.94,442.51,0.43
66.8,20.3,2493.81,1064.37,446.18,0.43
66.8,20.4,2525.75,1079.13,457.43,0.43
66.8,20.5,2503.91,1067.18,450.03,0.43
66.8,20.6,2505.85,1069.92,442.2,0.43
66.8,20.7,2498.15,1069.87,438.15,0.43
66.8,20.8,2470.77,1055.6,437.36,0.43
66.8,20.9,2491.52,1066.02,440.42,0.43
66.8,21.0,2490.12,1064.92,430.52,0.43
66.8,21.1,2495.92,1067.83,433.95,0.43
66.8,21.2,2519.9,1077.22,443.0,0.43
66.8,21.3,2532.57,1084.26,445.47,0.43
66.8,21.4,2500.03,1069.06,437.92,0.43
66.8,21.5,2463.88,1053.88,430.06,0.43
66.8,21.6,2452.96,1050.29,428.61,0.43
66.8,21.7,2435.35,1043.28,425.19,0.43
66.8,21.8,2425.89,1038.9,412.43,0.43
66.8,21.9,2416.78,1036.18,399.94,0.43
66.8,22.0,2400.49,1029.2,401.8,0.43
66.8,22.1,2402.08,1030.25,396.29,0.43
66.8,22.2,2401.15,1030.43,397.15,0.43
66.8,22.3,2443.61,1048.94,405.83,0.43
66.8,22.4,2480.21,1063.56,432.5,0.43
66.8,22.5,2500.68,1071.88,465.15,0.43
66.8,22.6,2520.03,1080.58,485.04,0.43
66.8,22.7,2528.47,1085.78,486.92,0.43
66.8,22.8,2574.32,1105.17,491.47,0.43
66.8,22.9,2615.63,1124.02,500.23,0.43
66.8,23.0,2633.55,1131.32,502.82,0.43
66.8,23.1,2664.28,1147.1,508.99,0.43
66.8,23.2,2686.51,1154.74,517.21,0.43
66.8,23.3,2705.92,1163.76,512.67,0.43
66.8,23.4,2704.09,1160.16,514.05,0.43
66.8,23.5,2716.9,1166.05,514.27,0.43
66.9,15.8,2025.48,868.54,236.87,0.43
66.9,15.9,2010.97,858.76,228.24,0.43
66.9,16.0,1996.73,852.07,218.17,0.43
66.9,16.1,2023.16,865.01,226.78,0.43
66.9,16.2,2131.09,909.42,274.71,0.43
66.9,16.3,2186.92,939.43,291.72,0.43
66.9,16.4,2143.04,920.62,286.43,0.43
66.9,16.5,2080.33,892.63,275.08,0.43
66.9,16.6,2121.08,914.6,276.12,0.43
66.9,16.7,1980.84,848.39,243.74,0.43
66.9,16.8,1941.87,830.3,227.07,0.43
66.9,16.9,1977.25,844.02,254.05,0.43
66.9,17.0,2039.37,870.39,285.36,0.43
66.9,17.1,2035.68,870.57,265.6,0.43
66.9,17.2,2128.66,906.82,292.52,0.43
66.9,17.3,2243.51,954.23,322.97,0.43
66.9,17.4,2390.97,1017.03,365.0,0.43
66.9,17.5,2400.04,1022.64,364.07,0.43
66.9,17.6,2413.84,1028.4,379.58,0.43
66.9,17.7,2410.98,1027.08,389.62,0.43
66.9,17.8,2447.53,1053.04,404.15,0.43
66.9,17.9,2410.47,1039.3,388.21,0.43
66.9,18.0,2361.33,1014.79,378.33,0.43
66.9,18.1,2341.61,1004.17,368.87,0.43
66.9,18.2,2195.53,940.05,354.64,0.43
66.9,18.3,2134.4,912.15,350.99,0.43
66.9,18.4,2175.85,929.03,363.58,0.43
66.9,18.5,2192.47,935.17,373.28,0.43
66.9,18.6,2234.98,955.18,386.14,0.43
66.9,18.7,2289.03,984.18,398.26,0.43
66.9,18.8,2256.0,966.22,398.23,0.43
66.9,18.9,2264.39,966.48,398.0,0.43
66.9,19.0,2281.43,973.98,403.88,0.43
66.9,19.1,2272.5,969.16,397.07,0.43
66.9,19.2,2277.8,972.8,395.53,0.43
66.9,19.3,2295.48,981.36,391.84,0.43
66.9,19.4,2359.83,1009.56,402.23,0.43
66.9,19.5,2404.42,1025.38,413.38,0.43
66.9,19.6,2417.63,1031.12,415.84,0.43
66.9,19.7,2431.5,1037.51,428.05,0.43
66.9,19.8,2426.63,1036.88,434.23,0.43
66.9,19.9,2446.37,1042.79,440.43,0.43
66.9,20.0,2440.85,1042.51,434.82,0.43
66.9,20.1,2462.76,1054.3,434.67,0.43
66.9,20.2,2466.82,1056.84,429.54,0.43
66.9,20.3,2466.07,1054.43,439.43,0.43
66.9,20.4,2470.51,1057.62,439.31,0.43
66.9,20.5,2459.47,1051.14,433.86,0.43
66.9,20.6,2447.13,1046.07,431.46,0.43
66.9,20.7,2450.87,1047.2,428.7,0.43
66.9,20.8,2502.86,1070.25,443.99,0.43
66.9,20.9,2536.16,1086.1,448.86,0.43
66.9,21.0,2529.51,1080.9,451.8,0.43
66.9,21.1,2510.73,1072.93,451.52,0.43
66.9,21.2,2488.57,1063.0,436.67,0.43
66.9,21.3,2473.71,1056.96,428.54,0.43
66.9,21.4,2454.95,1050.07,426.23,0.43
66.9,21.5,2441.97,1045.46,421.08,0.43
66.9,21.6,2432.57,1043.06,422.47,0.43
66.9,21.7,2434.14,1045.39,422.61,0.43
66.9,21.8,2424.94,1042.3,408.69,0.43
66.9,21.9,2373.55,1018.18,398.28,0.43
66.9,22.0,2364.92,1014.12,398.65,0.43
66.9,22.1,2372.38,1016.69,396.67,0.43
66.9,22.2,2387.42,1023.31,395.39,0.43
66.9,22.3,2412.86,1033.97,402.41,0.43
66.9,22.4,2447.93,1049.72,410.86,0.43
66.9,22.5,2474.55,1060.87,424.87,0.43
66.9,22.6,2488.77,1068.47,431.56,0.43
66.9,22.7,2492.63,1069.77,442.56,0.43
66.9,22.8,2494.72,1072.37,434.95,0.43
66.9,22.9,2525.8,1086.13,455.41,0.43
66.9,23.0,2561.32,1100.37,471.01,0.43
66.9,23.1,2577.05,1107.37,477.38,0.43
66.9,23.2,2597.9,1115.9,487.68,0.43
66.9,23.3,2613.86,1122.25,500.06,0.43
66.9,23.4,2637.52,1133.54,511.5,0.43
66.9,23.5,2628.53,1130.71,512.35,0.43
67.0,15.9,2039.03,876.7,255.81,0.43
67.0,16.0,2007.08,861.63,237.59,0.43
67.0,16.1,1929.9,830.17,193.0,0.43
67.0,16.2,1946.31,834.98,194.22,0.43
67.0,16.3,2101.13,900.16,255.02,0.43
67.0,16.4,2182.91,936.15,310.75,0.43
67.0,16.5,2097.0,902.45,289.48,0.43
67.0,16.6,1888.35,806.97,211.18,0.43
67.0,16.7,1901.58,811.74,205.49,0.43
67.0,16.8,1974.27,841.21,218.85,0.43
67.0,16.9,2061.91,879.77,275.6,0.43
67.0,17.0,2002.52,855.14,225.45,0.43
67.0,17.1,2131.79,904.51,318.55,0.42
67.0,17.2,2209.43,940.41,352.74,0.43
67.0,17.3,2247.95,956.38,349.42,0.43
67.0,17.4,2262.68,963.23,322.31,0.43
67.0,17.5,2285.91,972.12,327.22,0.43
67.0,17.6,2346.73,998.47,352.04,0.43
67.0,17.7,2302.61,980.01,344.72,0.43
67.0,17.8,2263.38,963.09,349.11,0.43
67.0,17.9,2267.08,964.7,351.56,0.43
67.0,18.0,2261.17,963.13,355.06,0.43
67.0,18.1,2260.22,963.1,359.23,0.43
67.0,18.2,2285.46,974.29,377.41,0.43
67.0,18.3,2287.74,975.73,389.28,0.43
67.0,18.4,2275.73,969.0,393.61,0.43
67.0,18.5,2325.94,992.38,416.53,0.43
67.0,18.6,2382.36,1024.05,411.04,0.43
67.0,18.7,2324.75,990.4,402.64,0.43
67.0,18.8,2291.55,974.87,404.28,0.43
67.0,18.9,2304.36,981.4,404.69,0.43
67.0,19.0,2250.93,958.75,395.22,0.43
67.0,19.1,2224.97,947.63,385.1,0.43
67.0,19.2,2285.97,972.87,415.03,0.43
67.0,19.3,2378.08,1014.33,428.95,0.43
67.0,19.4,2425.74,1034.77,430.67,0.43
67.0,19.5,2439.98,1041.06,425.68,0.43
67.0,19.6,2446.05,1044.07,422.17,0.43
67.0,19.7,2467.95,1055.09,426.97,0.43
67.0,19.8,2466.52,1056.33,428.68,0.43
67.0,19.9,2428.55,1036.02,420.88,0.43
67.0,20.0,2371.83,1010.78,420.8,0.43
67.0,20.1,2343.05,999.89,417.52,0.43
67.0,20.2,2369.05,1013.83,420.55,0.43
67.0,20.3,2361.18,1006.86,424.75,0.43
67.0,20.4,2358.94,1004.93,423.82,0.43
67.0,20.5,2395.7,1022.7,424.94,0.43
67.0,20.6,2363.72,1010.49,399.53,0.43
67.0,20.7,2410.65,1029.24,413.0,0.43
67.0,20.8,2460.05,1051.32,433.2,0.43
67.0,20.9,2463.34,1049.92,446.58,0.43
67.0,21.0,2501.03,1068.79,456.83,0.43
67.0,21.1,2519.43,1075.38,458.58,0.43
67.0,21.2,2541.6,1086.66,467.61,0.43
67.0,21.3,2527.52,1081.52,471.62,0.43
67.0,21.4,2498.97,1070.63,467.34,0.43
67.0,21.5,2467.78,1057.24,458.45,0.43
67.0,21.6,2448.43,1049.03,450.02,0.43
67.0,21.7,2458.64,1053.87,444.34,0.43
67.0,21.8,2452.82,1051.47,439.97,0.43
67.0,21.9,2425.85,1040.88,425.88,0.43
67.0,22.0,2424.35,1039.38,428.27,0.43
67.0,22.1,2416.72,1035.09,413.89,0.43
67.0,22.2,2402.15,1029.17,402.17,0.43
67.0,22.3,2392.38,1024.97,404.48,0.43
67.0,22.4,2394.73,1027.33,411.45,0.43
67.0,22.5,2420.37,1038.94,413.06,0.43
67.0,22.6,2442.67,1049.08,417.22,0.43
67.0,22.7,2454.5,1054.55,412.4,0.43
67.0,22.8,2457.43,1055.79,407.79,0.43
67.0,22.9,2480.57,1065.61,403.33,0.43
67.0,23.0,2522.8,1083.86,408.82,0.43
67.0,23.1,2536.5,1090.17,428.5,0.43
67.0,23.2,2555.41,1098.17,441.28,0.43
67.0,23.3,2574.65,1106.32,449.62,0.43
67.0,23.4,2579.56,1109.89,447.94,0.43
67.0,23.5,2570.7,1105.51,453.78,0.43
67.1,16.0,1953.48,839.56,230.83,0.43
67.1,16.1,1969.47,844.43,229.38,0.43
67.1,16.2,1907.25,820.37,191.07,0.43
67.1,16.3,1937.96,832.77,206.94,0.43
67.1,16.4,1875.85,804.09,187.3,0.43
67.1,16.5,1945.26,833.24,223.38,0.43
67.1,16.6,1981.58,849.14,231.96,0.43
67.1,16.7,1920.01,820.65,207.33,0.43
67.1,16.8,1945.27,828.15,215.24,0.43
67.1,16.9,1969.8,839.07,236.52,0.43
67.1,17.0,2029.18,863.83,264.19,0.43
67.1,17.1,2115.51,900.35,307.3,0.43
67.1,17.2,2082.73,886.2,287.55,0.43
67.1,17.3,2102.63,893.55,305.18,0.42
67.1,17.4,2116.58,899.27,321.65,0.42
67.1,17.5,2046.99,870.02,297.21,0.43
67.1,17.6,2080.63,885.75,270.58,0.43
67.1,17.7,2093.12,891.36,274.74,0.43
67.1,17.8,2135.97,910.5,291.39,0.43
67.1,17.9,2159.47,920.58,313.54,0.43
67.1,18.0,2169.72,924.51,329.42,0.43
67.1,18.1,2272.98,968.63,359.23,0.43
67.1,18.2,2376.86,1015.23,394.88,0.43
67.1,18.3,2413.33,1034.67,408.83,0.43
67.1,18.4,2379.64,1022.38,394.36,0.43
67.1,18.5,2314.68,994.78,385.13,0.43
67.1,18.6,2321.19,989.27,382.47,0.43
67.1,18.7,2306.73,983.62,377.45,0.43
67.1,18.8,2265.29,963.83,376.04,0.43
67.1,18.9,2284.82,972.84,390.32,0.43
67.1,19.0,2367.01,1008.88,413.12,0.43
67.1,19.1,2410.17,1027.11,422.57,0.43
67.1,19.2,2451.93,1045.5,432.28,0.43
67.1,19.3,2458.35,1048.02,422.19,0.43
67.1,19.4,2450.88,1046.2,414.12,0.43
67.1,19.5,2446.84,1048.78,414.89,0.43
67.1,19.6,2472.8,1070.32,407.97,0.43
67.1,19.7,2484.88,1077.32,404.85,0.43
67.1,19.8,2419.71,1035.85,405.7,0.43
67.1,19.9,2394.39,1023.73,404.73,0.43
67.1,20.0,2371.18,1014.81,399.12,0.43
67.1,20.1,2340.84,1001.0,398.1,0.43
67.1,20.2,2277.49,970.77,384.95,0.43
67.1,20.3,2300.43,982.89,399.27,0.43
67.1,20.4,2311.27,988.31,394.27,0.43
67.1,20.5,2336.3,995.55,408.13,0.43
67.1,20.6,2423.67,1032.58,433.35,0.43
67.1,20.7,2460.42,1049.41,446.69,0.43
67.1,20.8,2469.17,1057.57,449.58,0.43
67.1,20.9,2455.95,1050.15,452.8,0.43
67.1,21.0,2475.37,1060.27,452.32,0.43
67.1,21.1,2472.07,1056.88,450.85,0.43
67.1,21.2,2495.39,1068.7,458.65,0.43
67.1,21.3,2511.32,1075.56,463.27,0.43
67.1,21.4,2528.71,1082.44,468.59,0.43
67.1,21.5,2528.68,1082.37,469.31,0.43
67.1,21.6,2508.72,1074.69,455.08,0.43
67.1,21.7,2477.88,1062.21,445.44,0.43
67.1,21.8,2450.18,1050.39,445.87,0.43
67.1,21.9,2442.78,1047.25,439.91,0.43
67.1,22.0,2430.48,1040.75,423.23,0.43
67.1,22.1,2402.3,1028.48,406.16,0.43
67.1,22.2,2378.15,1018.22,399.81,0.43
67.1,22.3,2374.68,1017.5,399.08,0.43
67.1,22.4,2397.55,1028.0,415.46,0.43
67.1,22.5,2420.84,1038.83,416.92,0.43
67.1,22.6,2444.22,1050.26,417.63,0.43
67.1,22.7,2465.56,1061.68,411.62,0.43
67.1,22.8,2461.33,1058.73,398.07,0.43
67.1,22.9,2477.48,1066.18,399.12,0.43
67.1,23.0,2485.8,1068.23,396.12,0.43
67.1,23.1,2506.0,1076.57,402.47,0.43
67.1,23.2,2518.44,1082.47,404.94,0.43
67.1,23.3,2519.08,1084.24,402.77,0.43
67.1,23.4,2540.31,1097.09,410.42,0.43
67.1,23.5,2515.59,1083.4,414.23,0.43
67.2,16.1,1927.5,828.91,187.94,0.43
67.2,16.2,1915.57,818.98,197.36,0.43
67.2,16.3,1938.63,827.59,209.89,0.43
67.2,16.4,1997.18,852.68,237.8,0.43
67.2,16.5,2008.6,856.16,240.0,0.43
67.2,16.6,1966.13,837.84,225.82,0.43
67.2,16.7,1858.89,790.73,172.7,0.43
67.2,16.8,1964.02,837.76,206.9,0.43
67.2,16.9,1945.36,828.91,202.5,0.43
67.2,17.0,2068.47,878.78,272.39,0.42
67.2,17.1,1994.62,851.15,263.24,0.43
67.2,17.2,1908.67,814.88,216.91,0.43
67.2,17.3,1872.76,796.72,200.21,0.43
67.2,17.4,2030.36,862.76,273.57,0.42
67.2,17.5,2009.58,853.69,252.12,0.42
67.2,17.6,1980.57,838.92,223.12,0.42
67.2,17.7,2128.03,899.33,281.24,0.42
67.2,17.8,2197.97,930.08,304.11,0.42
67.2,17.9,2335.78,991.28,362.36,0.42
67.2,18.0,2335.92,992.58,374.84,0.42
67.2,18.1,2344.38,996.22,381.19,0.42
67.2,18.2,2368.21,1005.22,386.0,0.42
67.2,18.3,2384.24,1012.41,392.12,0.42
67.2,18.4,2375.4,1013.03,383.66,0.43
67.2,18.5,2354.86,1004.98,381.72,0.43
67.2,18.6,2343.53,997.56,379.42,0.43
67.2,18.7,2385.3,1015.48,396.56,0.43
67.2,18.8,2433.91,1037.68,414.96,0.43
67.2,18.9,2476.22,1055.6,424.39,0.43
67.2,19.0,2488.57,1060.98,424.03,0.43
67.2,19.1,2494.97,1065.19,422.84,0.43
67.2,19.2,2506.96,1082.08,416.23,0.43
67.2,19.3,2465.96,1061.2,419.01,0.43
67.2,19.4,2422.65,1036.23,413.47,0.43
67.2,19.5,2374.22,1013.19,410.18,0.43
67.2,19.6,2435.77,1040.62,414.48,0.43
67.2,19.7,2447.21,1047.08,407.62,0.43
67.2,19.8,2447.17,1047.88,404.5,0.43
67.2,19.9,2456.0,1052.57,408.92,0.43
67.2,20.0,2415.04,1035.83,412.43,0.43
67.2,20.1,2365.29,1011.83,412.5,0.43
67.2,20.2,2290.71,976.81,392.57,0.43
67.2,20.3,2283.79,975.0,394.07,0.43
67.2,20.4,2284.58,974.35,396.87,0.43
67.2,20.5,2338.86,997.8,422.43,0.43
67.2,20.6,2407.73,1026.86,451.42,0.43
67.2,20.7,2425.4,1036.26,446.38,0.43
67.2,20.8,2414.65,1030.57,442.64,0.43
67.2,20.9,2416.6,1031.1,441.79,0.43
67.2,21.0,2428.58,1036.14,440.86,0.43
67.2,21.1,2470.29,1054.74,444.45,0.43
67.2,21.2,2493.14,1064.71,443.95,0.43
67.2,21.3,2499.15,1067.65,444.63,0.43
67.2,21.4,2499.22,1069.66,444.13,0.43
67.2,21.5,2468.26,1057.11,437.89,0.43
67.2,21.6,2458.47,1052.94,434.73,0.43
67.2,21.7,2473.59,1059.74,433.88,0.43
67.2,21.8,2477.76,1058.58,434.23,0.43
67.2,21.9,2457.0,1049.91,419.72,0.43
67.2,22.0,2428.81,1038.86,405.03,0.43
67.2,22.1,2382.97,1019.66,398.28,0.43
67.2,22.2,2369.37,1014.94,396.27,0.43
67.2,22.3,2392.71,1026.78,409.28,0.43
67.2,22.4,2410.08,1033.34,416.36,0.43
67.2,22.5,2426.73,1040.94,414.56,0.43
67.2,22.6,2431.36,1043.92,413.7,0.43
67.2,22.7,2438.07,1047.93,415.12,0.43
67.2,22.8,2431.61,1044.12,412.65,0.43
67.2,22.9,2436.09,1046.38,398.57,0.43
67.2,23.0,2447.21,1051.83,390.57,0.43
67.2,23.1,2444.87,1050.47,387.01,0.43
67.2,23.2,2448.36,1052.38,391.85,0.43
67.2,23.3,2448.53,1052.8,392.17,0.43
67.2,23.4,2455.31,1057.02,396.04,0.43
67.2,23.5,2459.05,1059.01,393.91,0.43
67.3,16.2,1982.36,847.15,236.46,0.43
67.3,16.3,1988.03,849.64,239.67,0.43
67.3,16.4,2019.8,860.88,244.28,0.43
67.3,16.5,2097.45,893.76,265.87,0.43
67.3,16.6,2070.29,883.26,253.67,0.43
67.3,16.7,1987.53,849.77,238.47,0.43
67.3,16.8,1942.04,828.0,241.87,0.43
67.3,16.9,1893.25,808.14,234.76,0.43
67.3,17.0,1859.02,794.64,220.65,0.43
67.3,17.1,1874.23,801.86,222.91,0.43
67.3,17.2,1846.9,788.61,216.91,0.43
67.3,17.3,1965.54,837.01,229.19,0.43
67.3,17.4,1985.52,844.05,229.82,0.43
67.3,17.5,1996.88,848.97,226.48,0.43
67.3,17.6,2142.46,908.27,290.57,0.42
67.3,17.7,2352.55,1000.1,360.59,0.43
67.3,17.8,2168.72,922.07,304.67,0.43
67.3,17.9,2173.43,922.51,296.37,0.42
67.3,18.0,2228.04,943.16,326.21,0.42
67.3,18.1,2435.45,1028.79,400.94,0.42
67.3,18.2,2390.08,1013.76,386.98,0.42
67.3,18.3,2335.53,994.81,380.56,0.43
67.3,18.4,2350.81,1001.07,390.15,0.43
67.3,18.5,2396.42,1019.02,411.53,0.43
67.3,18.6,2368.84,1008.08,402.11,0.43
67.3,18.7,2412.14,1026.6,406.91,0.43
67.3,18.8,2500.63,1062.41,440.85,0.42
67.3,18.9,2526.29,1075.15,455.98,0.43
67.3,19.0,2473.17,1058.54,448.1,0.43
67.3,19.1,2405.89,1030.5,431.16,0.43
67.3,19.2,2374.33,1010.52,423.05,0.43
67.3,19.3,2383.85,1015.87,416.85,0.43
67.3,19.4,2421.1,1031.62,444.25,0.43
67.3,19.5,2375.67,1012.38,426.64,0.43
67.3,19.6,2376.6,1013.42,423.28,0.43
67.3,19.7,2369.12,1010.25,399.22,0.43
67.3,19.8,2404.44,1030.25,404.87,0.43
67.3,19.9,2420.88,1039.09,412.58,0.43
67.3,20.0,2354.93,1010.12,407.28,0.43
67.3,20.1,2295.39,984.03,388.42,0.43
67.3,20.2,2291.42,980.58,394.98,0.43
67.3,20.3,2309.73,985.62,402.08,0.43
67.3,20.4,2325.11,992.04,419.88,0.43
67.3,20.5,2325.93,991.63,425.68,0.43
67.3,20.6,2330.88,993.75,419.05,0.43
67.3,20.7,2334.4,995.19,419.66,0.43
67.3,20.8,2347.42,1000.4,417.93,0.43
67.3,20.9,2377.73,1012.49,423.37,0.43
67.3,21.0,2396.97,1023.08,423.52,0.43
67.3,21.1,2440.71,1041.41,422.65,0.43
67.3,21.2,2458.13,1049.46,422.32,0.43
67.3,21.3,2459.9,1050.75,422.73,0.43
67.3,21.4,2436.35,1041.22,418.79,0.43
67.3,21.5,2413.21,1032.36,411.22,0.43
67.3,21.6,2413.9,1033.09,411.56,0.43
67.3,21.7,2428.58,1037.03,426.41,0.43
67.3,21.8,2446.18,1045.52,420.81,0.43
67.3,21.9,2425.5,1036.56,404.7,0.43
67.3,22.0,2408.56,1029.83,404.59,0.43
67.3,22.1,2384.57,1021.51,397.56,0.43
67.3,22.2,2359.25,1009.99,388.89,0.43
67.3,22.3,2364.12,1013.22,391.38,0.43
67.3,22.4,2378.36,1019.19,402.42,0.43
67.3,22.5,2399.52,1028.53,412.17,0.43
67.3,22.6,2410.72,1034.97,408.01,0.43
67.3,22.7,2403.07,1031.74,406.4,0.43
67.3,22.8,2408.16,1034.47,398.67,0.43
67.3,22.9,2417.32,1039.21,393.67,0.43
67.3,23.0,2427.88,1045.05,394.17,0.43
67.3,23.1,2419.54,1040.25,389.16,0.43
67.3,23.2,2414.9,1039.57,379.03,0.43
67.3,23.3,2410.54,1036.39,381.07,0.43
67.3,23.4,2411.47,1037.02,381.32,0.43
67.3,23.5,2411.93,1038.23,383.31,0.43
67.4,16.2,2056.13,881.92,253.0,0.43
67.4,16.3,2116.31,906.28,286.38,0.43
67.4,16.4,2110.39,908.08,267.62,0.43
67.4,16.5,2074.07,898.99,244.11,0.43
67.4,16.6,1991.33,862.71,226.37,0.43
67.4,16.7,1873.25,800.43,200.51,0.43
67.4,16.8,1775.8,758.27,178.91,0.43
67.4,16.9,1781.27,761.3,197.1,0.43
67.4,17.0,1844.58,786.78,220.7,0.43
67.4,17.1,1834.77,782.82,215.08,0.43
67.4,17.2,1871.54,799.07,220.12,0.43
67.4,17.3,1889.0,806.08,223.58,0.43
67.4,17.4,1832.67,780.32,190.4,0.43
67.4,17.5,1921.73,818.12,202.34,0.43
67.4,17.6,2106.18,894.08,271.86,0.42
67.4,17.7,2024.11,861.12,225.12,0.43
67.4,17.8,2111.18,895.73,248.87,0.42
67.4,17.9,2320.2,984.8,357.15,0.42
67.4,18.0,2345.19,996.47,363.68,0.42
67.4,18.1,2367.91,1007.9,380.38,0.43
67.4,18.2,2332.87,990.8,386.07,0.42
67.4,18.3,2340.11,991.97,394.57,0.42
67.4,18.4,2299.71,978.06,384.67,0.43
67.4,18.5,2333.88,996.11,387.62,0.43
67.4,18.6,2384.45,1022.11,411.84,0.43
67.4,18.7,2378.09,1019.78,408.03,0.43
67.4,18.8,2368.81,1017.92,443.28,0.43
67.4,18.9,2322.54,989.56,440.47,0.43
67.4,19.0,2370.06,1008.65,450.99,0.43
67.4,19.1,2340.72,997.03,456.89,0.43
67.4,19.2,2303.94,979.95,443.83,0.43
67.4,19.3,2295.74,976.94,438.96,0.43
67.4,19.4,2309.92,983.41,415.36,0.43
67.4,19.5,2338.64,995.74,419.53,0.43
67.4,19.6,2330.8,992.24,410.47,0.43
67.4,19.7,2290.56,976.47,398.34,0.43
67.4,19.8,2276.9,973.73,398.35,0.43
67.4,19.9,2247.24,958.75,401.81,0.43
67.4,20.0,2227.63,949.56,391.62,0.43
67.4,20.1,2216.93,944.78,384.38,0.43
67.4,20.2,2191.82,934.15,384.0,0.43
67.4,20.3,2204.0,940.09,388.44,0.43
67.4,20.4,2246.44,956.98,401.99,0.43
67.4,20.5,2280.38,972.12,411.73,0.43
67.4,20.6,2315.89,987.51,417.88,0.43
67.4,20.7,2341.47,998.84,420.38,0.43
67.4,20.8,2348.43,1001.34,424.51,0.43
67.4,20.9,2355.42,1003.97,421.93,0.43
67.4,21.0,2372.73,1012.83,413.36,0.43
67.4,21.1,2391.32,1022.27,416.18,0.43
67.4,21.2,2394.76,1022.7,409.89,0.43
67.4,21.3,2388.23,1020.47,403.14,0.43
67.4,21.4,2370.35,1012.1,398.11,0.43
67.4,21.5,2344.68,1001.75,393.59,0.43
67.4,21.6,2344.59,1002.22,394.1,0.43
67.4,21.7,2344.28,1002.44,395.13,0.43
67.4,21.8,2366.19,1013.16,401.83,0.43
67.4,21.9,2367.88,1012.32,402.62,0.43
67.4,22.0,2399.44,1026.23,412.62,0.43
67.4,22.1,2392.41,1022.68,412.35,0.43
67.4,22.2,2384.94,1020.97,410.58,0.43
67.4,22.3,2371.64,1015.77,398.03,0.43
67.4,22.4,2380.88,1019.38,402.57,0.43
67.4,22.5,2391.7,1024.67,402.86,0.43
67.4,22.6,2393.09,1025.92,400.64,0.43
67.4,22.7,2392.4,1026.56,401.99,0.43
67.4,22.8,2409.11,1035.92,400.47,0.43
67.4,22.9,2414.44,1039.0,397.93,0.43
67.4,23.0,2409.6,1034.53,398.68,0.43
67.4,23.1,2418.68,1038.19,396.9,0.43
67.4,23.2,2412.6,1037.02,383.18,0.43
67.4,23.3,2421.65,1043.25,383.55,0.43
67.4,23.4,2410.88,1038.07,382.35,0.43
67.4,23.5,2412.09,1038.84,382.31,0.43
67.5,16.3,1894.7,814.49,217.22,0.43
67.5,16.4,1998.19,863.54,239.3,0.43
67.5,16.5,2019.41,876.2,237.2,0.43
67.5,16.6,1966.29,847.2,232.03,0.43
67.5,16.7,2134.13,927.88,283.72,0.43
67.5,16.8,2140.8,926.49,286.56,0.43
67.5,16.9,1930.42,826.34,220.56,0.43
67.5,17.0,1874.07,801.69,218.34,0.43
67.5,17.1,1941.03,828.81,239.69,0.43
67.5,17.2,1895.29,809.64,238.96,0.43
67.5,17.3,1881.93,803.32,218.71,0.43
67.5,17.4,1884.27,804.28,224.56,0.43
67.5,17.5,1848.01,788.61,198.31,0.43
67.5,17.6,2055.73,874.57,253.11,0.43
67.5,17.7,2137.03,905.88,291.33,0.42
67.5,17.8,2090.2,889.37,271.08,0.43
67.5,17.9,2019.87,858.52,243.5,0.43
67.5,18.0,2056.57,873.3,259.09,0.42
67.5,18.1,2088.52,887.32,275.93,0.42
67.5,18.2,2227.44,947.65,387.42,0.43
67.5,18.3,2297.49,982.21,388.43,0.43
67.5,18.4,2384.32,1014.68,454.33,0.43
67.5,18.5,2441.89,1039.03,463.05,0.43
67.5,18.6,2436.76,1041.71,471.01,0.43
67.5,18.7,2468.27,1063.57,484.32,0.43
67.5,18.8,2460.02,1051.2,494.4,0.43
67.5,18.9,2419.72,1030.33,493.24,0.43
