avg_speed,max_speed,data_points,first_date,last_date,station_id,name,lat,lon,height,last_updated
1.4053142486894037,13.5,254655,2025-05-04,2025-05-04,114140,Älvdalen A,61.2536,14.0355,251.633,2025-05-04 18:00:00
2.094756913536044,23.0,304439,2025-05-04,2025-05-04,161910,Älvsbyn A,65.6691,21.062,43.384,2025-05-04 18:00:00
4.413287948873901,24.0,554081,2025-05-04,2025-05-04,62180,Ängelholm-Barkåkra Flygplats,56.2926,12.8558,17.634,2025-05-04 18:00:00
2.0638782746258557,12.5,254113,2025-05-04,2025-05-04,106570,Åmot A,60.9614,16.4279,161.678,2025-05-04 18:00:00
1.3291500460263888,10.2,3259,2025-05-04,2025-05-04,76001,Ånge GBG,62.5255,15.6442,0.0,2025-05-04 18:00:00
1.6381664673580476,12.6,250031,2025-05-04,2025-05-04,147090,Åsele A,64.165,17.3153,307.712,2025-05-04 18:00:00
5.687880980726285,23.3,257034,2025-05-04,2025-05-04,77210,Ölands norra udde A,57.3671,17.0954,2.762,2025-05-04 18:00:00
6.196890074925589,24.6,253318,2025-05-04,2025-05-04,66110,Ölands södra udde A,56.1977,16.4005,1.53,2025-05-04 18:00:00
3.431846990392475,17.1,253239,2025-05-04,2025-05-04,95130,Örebro Flygplats,59.2289,15.0455,53.0,2025-05-04 18:00:00
3.7255944627969164,23.0,317850,2025-05-04,2025-05-04,138240,Örnsköldsviks Flygplats,63.4119,18.9797,107.0,2025-05-04 18:00:00
7.122465031814462,34.0,360685,2025-05-04,2025-05-04,108320,Örskär A,60.5256,18.3729,6.539,2025-05-04 18:00:00
6.445083571331971,28.0,251402,2025-05-04,2025-05-04,78280,Östergarnsholm A,57.4408,18.9839,8.127,2025-05-04 18:00:00
3.7866421133471513,23.0,605485,2025-05-04,2025-05-04,134110,Östersund-Frösön Flygplats,63.1981,14.4869,375.8,2025-05-04 18:00:00
1.6961839804541488,12.9,253353,2025-05-04,2025-05-04,172770,Överkalix-Svartbyn A,66.2618,22.8427,61.024,2025-05-04 18:00:00
